amount,date,month,day,primary_category,rolling_spend_7d,prev_transaction_amt,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,local_time_bucket_Night,local_time_bucket_Morning,local_time_bucket_Afternoon,local_time_bucket_Evening,local_time_bucket_Late Night,is_weekend_False,is_weekend_True
389.08,2023-09-19,9,19,Tech,287.0242857142857,214.41,False,False,False,False,False,True,False,True,False,False,False,False,True,False
234.46,2023-09-21,9,21,Tech,309.04571428571427,389.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False
492.86,2023-09-26,9,26,Food and Drink,359.3142857142857,234.46,False,False,False,False,False,True,False,False,False,True,False,False,True,False
429.07,2023-09-27,9,27,Shops,358.26142857142855,492.86,False,False,False,False,False,False,True,False,False,False,True,False,True,False
150.77,2023-10-20,10,20,Shops,311.9842857142857,429.07,True,False,False,False,False,False,False,False,False,False,True,False,True,False
235.92,2023-10-21,10,21,Shops,306.65285714285716,150.77,False,False,True,False,False,False,False,True,False,False,False,False,False,True
415.59,2023-10-22,10,22,Shops,335.39285714285717,235.92,False,False,False,True,False,False,False,False,False,False,True,False,False,True
314.2,2023-11-12,11,12,Shops,324.69571428571425,415.59,False,False,False,True,False,False,False,False,True,False,False,False,False,True
249.83,2023-11-27,11,27,Tech,326.89142857142855,314.2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
185.15,2024-01-07,1,7,Travel,282.93285714285713,249.83,False,False,False,True,False,False,False,False,True,False,False,False,False,True
244.94,2024-01-17,1,17,Travel,256.62857142857143,185.15,False,False,False,False,False,False,True,False,True,False,False,False,True,False
418.64,2024-01-22,1,22,Shops,294.8957142857143,244.94,False,True,False,False,False,False,False,True,False,False,False,False,True,False
306.55,2024-01-25,1,25,Shops,304.9857142857142,418.64,False,False,False,False,True,False,False,False,True,False,False,False,True,False
369.59,2024-01-31,1,31,Shops,298.4142857142857,306.55,False,False,False,False,False,False,True,True,False,False,False,False,True,False
104.05,2024-03-07,3,7,Health,268.39285714285717,369.59,False,False,False,False,True,False,False,False,False,False,True,False,True,False
344.43,2024-03-20,3,20,Food and Drink,281.90714285714284,104.05,False,False,False,False,False,False,True,False,True,False,False,False,True,False
348.17,2024-04-01,4,1,Travel,305.19571428571425,344.43,False,True,False,False,False,False,False,False,True,False,False,False,True,False
338.19,2024-04-15,4,15,Food and Drink,318.51714285714286,348.17,False,True,False,False,False,False,False,False,True,False,False,False,True,False
104.68,2024-04-30,4,30,Tech,273.6657142857143,338.19,False,False,False,False,False,True,False,False,False,True,False,False,True,False
455.33,2024-05-27,5,27,Travel,294.92,104.68,False,True,False,False,False,False,False,True,False,False,False,False,True,False
39.33,2023-01-21,1,21,Shops,39.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
144.04,2023-01-23,1,23,Food and Drink,91.685,39.33,False,True,False,False,False,False,False,False,True,False,False,False,True,False
327.09,2023-01-24,1,24,Travel,170.1533333333333,144.04,False,False,False,False,False,True,False,False,True,False,False,False,True,False
452.74,2023-01-25,1,25,Travel,240.79999999999998,327.09,False,False,False,False,False,False,True,True,False,False,False,False,True,False
317.73,2023-02-15,2,15,Shops,256.186,452.74,False,False,False,False,False,False,True,True,False,False,False,False,True,False
60.25,2023-02-25,2,25,Health,223.52999999999997,317.73,False,False,True,False,False,False,False,True,False,False,False,False,False,True
490.77,2023-03-13,3,13,Shops,261.70714285714286,60.25,False,True,False,False,False,False,False,False,False,True,False,False,True,False
318.59,2023-03-17,3,17,Shops,301.6014285714286,490.77,True,False,False,False,False,False,False,True,False,False,False,False,True,False
321.75,2023-04-06,4,6,Shops,326.98857142857145,318.59,False,False,False,False,True,False,False,False,True,False,False,False,True,False
84.14,2023-04-07,4,7,Tech,292.28142857142853,321.75,True,False,False,False,False,False,False,False,True,False,False,False,True,False
361.27,2023-04-21,4,21,Travel,279.21428571428567,84.14,True,False,False,False,False,False,False,False,False,False,True,False,True,False
22.2,2023-04-21,4,21,Travel,236.99571428571426,361.27,True,False,False,False,False,False,False,True,False,False,False,False,True,False
268.6,2023-04-28,4,28,Tech,266.75999999999993,22.2,True,False,False,False,False,False,False,True,False,False,False,False,True,False
343.68,2023-05-26,5,26,Food and Drink,245.74714285714282,268.6,True,False,False,False,False,False,False,False,True,False,False,False,True,False
105.12,2023-06-03,6,3,Shops,215.25142857142856,343.68,False,False,True,False,False,False,False,False,False,False,True,False,False,True
419.32,2023-07-02,7,2,Shops,229.19,105.12,False,False,False,True,False,False,False,True,False,False,False,False,False,True
29.11,2023-07-10,7,10,Shops,221.3285714285714,419.32,False,True,False,False,False,False,False,False,True,False,False,False,True,False
443.45,2023-07-15,7,15,Food and Drink,233.0685714285714,29.11,False,False,True,False,False,False,False,False,False,True,False,False,False,True
417.46,2023-07-18,7,18,Travel,289.5342857142857,443.45,False,False,False,False,False,True,False,False,False,True,False,False,True,False
32.93,2023-08-02,8,2,Travel,255.86714285714285,417.46,False,False,False,False,False,False,True,False,True,False,False,False,True,False
234.2,2023-08-09,8,9,Food and Drink,240.2271428571428,32.93,False,False,False,False,False,False,True,False,False,False,False,True,True,False
151.36,2023-08-20,8,20,Travel,246.83285714285714,234.2,False,False,False,True,False,False,False,False,False,True,False,False,False,True
34.53,2023-08-27,8,27,Travel,191.86285714285714,151.36,False,False,False,True,False,False,False,False,False,True,False,False,False,True
380.9,2023-09-23,9,23,Shops,242.1185714285714,34.53,False,False,True,False,False,False,False,False,True,False,False,False,False,True
489.52,2023-10-22,10,22,Travel,248.70000000000002,380.9,False,False,False,True,False,False,False,False,False,True,False,False,False,True
135.2,2023-11-03,11,3,Health,208.37714285714284,489.52,True,False,False,False,False,False,False,False,False,False,False,True,True,False
424.09,2023-11-21,11,21,Food and Drink,264.2571428571428,135.2,False,False,False,False,False,True,False,False,False,False,True,False,True,False
117.32,2023-12-09,12,9,Travel,247.55999999999997,424.09,False,False,True,False,False,False,False,False,True,False,False,False,False,True
261.43,2023-12-16,12,16,Shops,263.28428571428566,117.32,False,False,True,False,False,False,False,False,False,False,True,False,False,True
377.35,2023-12-17,12,17,Tech,312.25857142857143,261.43,False,False,False,True,False,False,False,False,False,True,False,False,False,True
78.43,2023-12-23,12,23,Food and Drink,269.0485714285714,377.35,False,False,True,False,False,False,False,False,False,False,False,True,False,True
43.64,2024-01-04,1,4,Food and Drink,205.35142857142856,78.43,False,False,False,False,True,False,False,True,False,False,False,False,True,False
335.99,2024-01-10,1,10,Shops,234.03571428571425,43.64,False,False,False,False,False,False,True,False,False,False,True,False,True,False
185.25,2024-01-10,1,10,Food and Drink,199.91571428571427,335.99,False,False,False,False,False,False,True,False,False,True,False,False,True,False
57.54,2024-01-16,1,16,Food and Drink,191.37571428571428,185.25,False,False,False,False,False,True,False,True,False,False,False,False,True,False
294.02,2024-01-16,1,16,Travel,196.03142857142853,57.54,False,False,False,False,False,True,False,False,True,False,False,False,True,False
287.6,2024-01-20,1,20,Health,183.20999999999998,294.02,False,False,True,False,False,False,False,False,False,True,False,False,False,True
205.5,2024-01-25,1,25,Shops,201.36285714285714,287.6,False,False,False,False,True,False,False,False,True,False,False,False,True,False
361.37,2024-01-27,1,27,Shops,246.75285714285715,205.5,False,False,True,False,False,False,False,False,False,True,False,False,False,True
141.43,2024-02-06,2,6,Shops,218.95857142857145,361.37,False,False,False,False,False,True,False,False,True,False,False,False,True,False
111.26,2024-02-08,2,8,Shops,208.38857142857142,141.43,False,False,False,False,True,False,False,False,True,False,False,False,True,False
361.66,2024-02-12,2,12,Shops,251.83428571428573,111.26,False,True,False,False,False,False,False,False,False,True,False,False,True,False
320.09,2024-02-22,2,22,Health,255.55857142857144,361.66,False,False,False,False,True,False,False,False,True,False,False,False,True,False
55.57,2024-03-02,3,2,Shops,222.41142857142856,320.09,False,False,True,False,False,False,False,False,False,True,False,False,False,True
416.1,2024-03-18,3,18,Tech,252.49714285714285,55.57,False,True,False,False,False,False,False,True,False,False,False,False,True,False
365.66,2024-03-19,3,19,Shops,253.10999999999999,416.1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
320.62,2024-03-23,3,23,Health,278.7085714285714,365.66,False,False,True,False,False,False,False,False,False,False,False,True,False,True
203.99,2024-03-29,3,29,Travel,291.9557142857143,320.62,True,False,False,False,False,False,False,False,False,False,True,False,True,False
353.89,2024-03-30,3,30,Tech,290.8457142857143,203.99,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.44,2024-04-02,4,2,Health,263.7528571428571,353.89,False,False,False,False,False,True,False,True,False,False,False,False,True,False
204.22,2024-04-02,4,2,Shops,284.9885714285714,130.44,False,False,False,False,False,True,False,False,False,True,False,False,True,False
434.69,2024-04-02,4,2,Shops,287.6442857142857,204.22,False,False,False,False,False,True,False,False,False,True,False,False,True,False
349.11,2024-04-14,4,14,Food and Drink,285.28,434.69,False,False,False,True,False,False,False,False,False,False,True,False,False,True
309.8,2024-05-16,5,16,Shops,283.7342857142857,349.11,False,False,False,False,True,False,False,True,False,False,False,False,True,False
169.94,2023-01-03,1,3,Shops,169.94,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
167.14,2023-01-15,1,15,Shops,168.54,169.94,False,False,False,True,False,False,False,False,False,False,True,False,False,True
167.39,2023-01-22,1,22,Shops,168.15666666666667,167.14,False,False,False,True,False,False,False,False,False,True,False,False,False,True
383.58,2023-01-22,1,22,Travel,222.0125,167.39,False,False,False,True,False,False,False,False,True,False,False,False,False,True
253.09,2023-02-11,2,11,Shops,228.22799999999998,383.58,False,False,True,False,False,False,False,False,False,True,False,False,False,True
162.41,2023-03-03,3,3,Tech,217.25833333333333,253.09,True,False,False,False,False,False,False,False,False,False,False,True,True,False
40.9,2023-03-04,3,4,Shops,192.06428571428572,162.41,False,False,True,False,False,False,False,False,False,True,False,False,False,True
219.6,2023-03-25,3,25,Food and Drink,199.1585714285714,40.9,False,False,True,False,False,False,False,False,False,False,True,False,False,True
327.03,2023-04-01,4,1,Food and Drink,222.0,219.6,False,False,True,False,False,False,False,True,False,False,False,False,False,True
265.72,2023-04-02,4,2,Shops,236.04714285714286,327.03,False,False,False,True,False,False,False,True,False,False,False,False,False,True
438.94,2023-04-03,4,3,Tech,243.9557142857143,265.72,False,True,False,False,False,False,False,False,False,True,False,False,True,False
84.59,2023-04-17,4,17,Shops,219.8842857142857,438.94,False,True,False,False,False,False,False,False,True,False,False,False,True,False
411.35,2023-04-22,4,22,Travel,255.44714285714286,84.59,False,False,True,False,False,False,False,True,False,False,False,False,False,True
453.86,2023-05-23,5,23,Food and Drink,314.4414285714286,411.35,False,False,False,False,False,True,False,False,False,True,False,False,True,False
143.61,2023-05-24,5,24,Food and Drink,303.5857142857143,453.86,False,False,False,False,False,False,True,False,False,True,False,False,True,False
176.49,2023-06-12,6,12,Food and Drink,282.08,143.61,False,True,False,False,False,False,False,False,False,False,False,True,True,False
149.58,2023-07-05,7,5,Shops,265.48857142857145,176.49,False,False,False,False,False,False,True,True,False,False,False,False,True,False
142.92,2023-07-09,7,9,Health,223.20000000000002,149.58,False,False,False,True,False,False,False,False,True,False,False,False,False,True
6.63,2023-07-21,7,21,Tech,212.06285714285715,142.92,True,False,False,False,False,False,False,False,True,False,False,False,True,False
114.02,2023-07-25,7,25,Tech,169.58714285714288,6.63,False,False,False,False,False,True,False,True,False,False,False,False,True,False
360.46,2023-08-11,8,11,Tech,156.24428571428572,114.02,True,False,False,False,False,False,False,True,False,False,False,False,True,False
60.27,2023-08-12,8,12,Food and Drink,144.33857142857144,360.46,False,False,True,False,False,False,False,True,False,False,False,False,False,True
240.98,2023-08-27,8,27,Health,153.55142857142854,60.27,False,False,False,True,False,False,False,False,True,False,False,False,False,True
322.65,2023-09-05,9,5,Tech,178.27571428571426,240.98,False,False,False,False,False,True,False,False,True,False,False,False,True,False
408.61,2023-10-01,10,1,Food and Drink,216.23142857142855,322.65,False,False,False,True,False,False,False,False,False,False,False,True,False,True
47.13,2023-10-22,10,22,Shops,222.01714285714283,408.61,False,False,False,True,False,False,False,False,False,False,False,True,False,True
158.91,2023-11-01,11,1,Shops,228.43,47.13,False,False,False,False,False,False,True,False,True,False,False,False,True,False
320.48,2023-11-02,11,2,Food and Drink,222.71857142857144,158.91,False,False,False,False,True,False,False,True,False,False,False,False,True,False
403.52,2023-11-06,11,6,Shops,271.7542857142857,320.48,False,True,False,False,False,False,False,False,False,True,False,False,True,False
493.46,2023-11-08,11,8,Tech,307.8228571428571,403.52,False,False,False,False,False,False,True,False,False,False,False,True,True,False
413.84,2023-11-09,11,9,Travel,320.84999999999997,493.46,False,False,False,False,True,False,False,False,False,True,False,False,True,False
164.51,2023-11-13,11,13,Shops,285.9785714285714,413.84,False,True,False,False,False,False,False,True,False,False,False,False,True,False
52.44,2023-11-20,11,20,Food and Drink,286.7371428571429,164.51,False,True,False,False,False,False,False,False,False,False,True,False,True,False
167.26,2023-11-21,11,21,Shops,287.93,52.44,False,False,False,False,False,True,False,False,True,False,False,False,True,False
106.36,2023-11-26,11,26,Shops,257.34142857142854,167.26,False,False,False,True,False,False,False,False,False,True,False,False,False,True
487.82,2023-11-28,11,28,Food and Drink,269.38428571428574,106.36,False,False,False,False,False,True,False,True,False,False,False,False,True,False
330.95,2023-12-04,12,4,Shops,246.1685714285714,487.82,False,True,False,False,False,False,False,False,False,True,False,False,True,False
137.63,2023-12-09,12,9,Food and Drink,206.71,330.95,False,False,True,False,False,False,False,False,True,False,False,False,False,True
480.98,2023-12-17,12,17,Health,251.92000000000002,137.63,False,False,False,True,False,False,False,False,True,False,False,False,False,True
80.7,2023-12-27,12,27,Health,255.95714285714286,480.98,False,False,False,False,False,False,True,False,True,False,False,False,True,False
453.72,2023-12-28,12,28,Travel,296.88,80.7,False,False,False,False,True,False,False,True,False,False,False,False,True,False
80.32,2024-02-10,2,10,Shops,293.15999999999997,453.72,False,False,True,False,False,False,False,False,False,False,False,True,False,True
275.77,2024-03-01,3,1,Tech,262.8671428571428,80.32,True,False,False,False,False,False,False,True,False,False,False,False,True,False
295.69,2024-03-08,3,8,Travel,257.83,275.77,True,False,False,False,False,False,False,False,True,False,False,False,True,False
255.31,2024-03-21,3,21,Shops,274.64142857142855,295.69,False,False,False,False,True,False,False,True,False,False,False,False,True,False
405.56,2024-04-05,4,5,Shops,263.8671428571428,255.31,True,False,False,False,False,False,False,False,False,False,False,True,True,False
413.39,2024-04-22,4,22,Tech,311.3942857142857,405.56,False,True,False,False,False,False,False,False,True,False,False,False,True,False
49.21,2024-05-04,5,4,Health,253.60714285714286,413.39,False,False,True,False,False,False,False,False,True,False,False,False,False,True
330.24,2024-05-08,5,8,Travel,289.31,49.21,False,False,False,False,False,False,True,False,False,True,False,False,True,False
489.76,2024-05-11,5,11,Travel,319.88,330.24,False,False,True,False,False,False,False,True,False,False,False,False,False,True
145.44,2024-05-29,5,29,Shops,298.4157142857143,489.76,False,False,False,False,False,False,True,True,False,False,False,False,True,False
330.08,2023-01-06,1,6,Travel,330.08,0.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False
176.95,2023-01-06,1,6,Health,253.515,330.08,True,False,False,False,False,False,False,False,False,False,True,False,True,False
177.41,2023-01-25,1,25,Health,228.14666666666665,176.95,False,False,False,False,False,False,True,False,False,True,False,False,True,False
262.06,2023-02-09,2,9,Shops,236.625,177.41,False,False,False,False,True,False,False,False,False,False,True,False,True,False
455.48,2023-02-26,2,26,Shops,280.396,262.06,False,False,False,True,False,False,False,False,True,False,False,False,False,True
490.73,2023-02-26,2,26,Shops,315.45166666666665,455.48,False,False,False,True,False,False,False,False,False,True,False,False,False,True
485.26,2023-03-06,3,6,Tech,339.71000000000004,490.73,False,True,False,False,False,False,False,False,False,False,False,True,True,False
160.87,2023-03-12,3,12,Health,315.5371428571429,485.26,False,False,False,True,False,False,False,False,True,False,False,False,False,True
304.35,2023-03-13,3,13,Travel,333.7371428571428,160.87,False,True,False,False,False,False,False,False,False,True,False,False,True,False
19.39,2023-03-21,3,21,Health,311.1628571428572,304.35,False,False,False,False,False,True,False,False,True,False,False,False,True,False
155.02,2023-03-27,3,27,Health,295.87142857142857,19.39,False,True,False,False,False,False,False,True,False,False,False,False,True,False
88.6,2023-03-30,3,30,Shops,243.46,155.02,False,False,False,False,True,False,False,False,False,False,True,False,True,False
428.15,2023-04-03,4,3,Shops,234.51999999999998,88.6,False,True,False,False,False,False,False,True,False,False,False,False,True,False
258.65,2023-04-11,4,11,Shops,202.14714285714285,428.15,False,False,False,False,False,True,False,True,False,False,False,False,True,False
134.28,2023-05-03,5,3,Travel,198.3485714285714,258.65,False,False,False,False,False,False,True,False,False,True,False,False,True,False
8.43,2023-05-12,5,12,Shops,156.0742857142857,134.28,True,False,False,False,False,False,False,True,False,False,False,False,True,False
299.68,2023-05-26,5,26,Shops,196.1157142857143,8.43,True,False,False,False,False,False,False,False,True,False,False,False,True,False
33.94,2023-06-02,6,2,Shops,178.8185714285714,299.68,True,False,False,False,False,False,False,False,False,True,False,False,True,False
424.83,2023-06-03,6,3,Travel,226.85142857142858,33.94,False,False,True,False,False,False,False,False,False,False,False,True,False,True
249.15,2023-06-19,6,19,Shops,201.27999999999997,424.83,False,True,False,False,False,False,False,False,False,True,False,False,True,False
184.42,2023-06-24,6,24,Shops,190.6757142857143,249.15,False,False,True,False,False,False,False,True,False,False,False,False,False,True
125.53,2023-06-28,6,28,Shops,189.4257142857143,184.42,False,False,False,False,False,False,True,False,False,True,False,False,True,False
244.5,2023-07-01,7,1,Shops,223.15,125.53,False,False,True,False,False,False,False,True,False,False,False,False,False,True
474.05,2023-07-02,7,2,Shops,248.05999999999997,244.5,False,False,False,True,False,False,False,False,False,True,False,False,False,True
33.34,2023-07-12,7,12,Travel,247.9742857142857,474.05,False,False,False,False,False,False,True,True,False,False,False,False,True,False
111.31,2023-08-11,8,11,Shops,203.18571428571428,33.34,True,False,False,False,False,False,False,False,False,False,True,False,True,False
80.11,2023-08-18,8,18,Shops,179.03714285714287,111.31,True,False,False,False,False,False,False,False,False,True,False,False,True,False
311.81,2023-08-22,8,22,Shops,197.23571428571427,80.11,False,False,False,False,False,True,False,False,False,True,False,False,True,False
319.38,2023-09-07,9,7,Health,224.92857142857142,311.81,False,False,False,False,True,False,False,False,True,False,False,False,True,False
52.02,2023-09-09,9,9,Shops,197.43142857142857,319.38,False,False,True,False,False,False,False,False,False,True,False,False,False,True
200.42,2023-09-12,9,12,Tech,158.34142857142857,52.02,False,False,False,False,False,True,False,False,False,True,False,False,True,False
336.15,2023-09-30,9,30,Travel,201.6,200.42,False,False,True,False,False,False,False,False,False,False,False,True,False,True
322.76,2023-10-01,10,1,Shops,231.80714285714285,336.15,False,False,False,True,False,False,False,True,False,False,False,False,False,True
37.06,2023-10-04,10,4,Health,225.65714285714284,322.76,False,False,False,False,False,False,True,False,True,False,False,False,True,False
85.37,2023-10-12,10,12,Shops,193.30857142857144,37.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False
90.26,2023-11-26,11,26,Travel,160.57714285714286,85.37,False,False,False,True,False,False,False,True,False,False,False,False,False,True
298.61,2023-12-03,12,3,Shops,195.8042857142857,90.26,False,False,False,True,False,False,False,False,True,False,False,False,False,True
155.43,2023-12-14,12,14,Travel,189.37714285714287,298.61,False,False,False,False,True,False,False,True,False,False,False,False,True,False
352.9,2023-12-16,12,16,Travel,191.76999999999998,155.43,False,False,True,False,False,False,False,True,False,False,False,False,False,True
43.03,2023-12-27,12,27,Travel,151.80857142857144,352.9,False,False,False,False,False,False,True,False,False,False,False,True,True,False
429.99,2024-01-29,1,29,Shops,207.9414285714286,43.03,False,True,False,False,False,False,False,False,False,True,False,False,True,False
435.96,2024-02-12,2,12,Health,258.0257142857143,429.99,False,True,False,False,False,False,False,False,False,False,False,True,True,False
61.44,2024-02-14,2,14,Shops,253.9085714285714,435.96,False,False,False,False,False,False,True,False,True,False,False,False,True,False
176.26,2024-02-16,2,16,Shops,236.43,61.44,True,False,False,False,False,False,False,False,True,False,False,False,True,False
491.13,2024-02-27,2,27,Shops,284.38714285714286,176.26,False,False,False,False,False,True,False,True,False,False,False,False,True,False
371.63,2024-03-16,3,16,Shops,287.0628571428571,491.13,False,False,True,False,False,False,False,True,False,False,False,False,False,True
152.05,2024-04-11,4,11,Travel,302.63714285714286,371.63,False,False,False,False,True,False,False,False,False,False,True,False,True,False
472.59,2024-04-17,4,17,Food and Drink,308.72285714285715,152.05,False,False,False,False,False,False,True,True,False,False,False,False,True,False
382.2,2024-04-18,4,18,Travel,301.04285714285714,472.59,False,False,False,False,True,False,False,False,True,False,False,False,True,False
366.04,2024-04-23,4,23,Health,344.5571428571429,382.2,False,False,False,False,False,True,False,False,False,False,True,False,True,False
435.25,2024-04-23,4,23,Travel,381.5557142857143,366.04,False,False,False,False,False,True,False,False,False,False,True,False,True,False
366.13,2024-05-14,5,14,Shops,363.6985714285715,435.25,False,False,False,False,False,True,False,False,False,False,True,False,True,False
133.22,2024-05-20,5,20,Shops,329.64,366.13,False,True,False,False,False,False,False,False,False,False,True,False,True,False
46.38,2023-01-01,1,1,Food and Drink,46.38,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True
211.6,2023-01-25,1,25,Shops,128.99,46.38,False,False,False,False,False,False,True,False,False,True,False,False,True,False
118.47,2023-02-15,2,15,Shops,125.48333333333333,211.6,False,False,False,False,False,False,True,False,True,False,False,False,True,False
342.24,2023-02-25,2,25,Food and Drink,179.6725,118.47,False,False,True,False,False,False,False,False,True,False,False,False,False,True
497.96,2023-03-08,3,8,Shops,243.33,342.24,False,False,False,False,False,False,True,True,False,False,False,False,True,False
175.42,2023-03-09,3,9,Shops,232.01166666666666,497.96,False,False,False,False,True,False,False,False,True,False,False,False,True,False
385.25,2023-03-20,3,20,Shops,253.90285714285713,175.42,False,True,False,False,False,False,False,False,False,True,False,False,True,False
48.96,2023-03-26,3,26,Shops,254.27142857142854,385.25,False,False,False,True,False,False,False,True,False,False,False,False,False,True
336.2,2023-03-26,3,26,Health,272.07142857142856,48.96,False,False,False,True,False,False,False,False,False,False,False,True,False,True
150.71,2023-03-28,3,28,Travel,276.6771428571428,336.2,False,False,False,False,False,True,False,True,False,False,False,False,True,False
479.82,2023-05-22,5,22,Tech,296.33142857142855,150.71,False,True,False,False,False,False,False,True,False,False,False,False,True,False
130.21,2023-06-03,6,3,Shops,243.79571428571424,479.82,False,False,True,False,False,False,False,True,False,False,False,False,False,True
286.0,2023-06-13,6,13,Travel,259.59285714285716,130.21,False,False,False,False,False,True,False,False,False,False,True,False,True,False
490.71,2023-06-27,6,27,Food and Drink,274.6585714285714,286.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
282.09,2023-07-13,7,13,Shops,307.9628571428571,490.71,False,False,False,False,True,False,False,False,False,False,False,True,True,False
193.58,2023-07-20,7,20,Health,287.58857142857147,282.09,False,False,False,False,True,False,False,False,False,True,False,False,True,False
48.38,2023-08-13,8,13,Shops,272.96999999999997,193.58,False,False,False,True,False,False,False,False,True,False,False,False,False,True
33.83,2023-08-14,8,14,Shops,209.25714285714284,48.38,False,True,False,False,False,False,False,True,False,False,False,False,True,False
220.61,2023-09-15,9,15,Shops,222.17142857142858,33.83,True,False,False,False,False,False,False,False,False,False,True,False,True,False
313.47,2023-09-18,9,18,Shops,226.09571428571425,220.61,False,True,False,False,False,False,False,False,False,True,False,False,True,False
53.7,2023-10-10,10,10,Travel,163.6657142857143,313.47,False,False,False,False,False,True,False,False,True,False,False,False,True,False
131.78,2023-10-14,10,14,Tech,142.19285714285715,53.7,False,False,True,False,False,False,False,True,False,False,False,False,False,True
290.9,2023-11-08,11,8,Travel,156.0957142857143,131.78,False,False,False,False,False,False,True,False,False,True,False,False,True,False
367.01,2023-11-13,11,13,Shops,201.61428571428573,290.9,False,True,False,False,False,False,False,False,False,True,False,False,True,False
268.13,2023-11-21,11,21,Shops,235.08571428571426,367.01,False,False,False,False,False,True,False,False,False,True,False,False,True,False
268.13,2023-12-18,12,18,Shops,241.87428571428572,268.13,False,True,False,False,False,False,False,False,False,False,False,True,True,False
130.74,2023-12-28,12,28,Health,215.77,268.13,False,False,False,False,True,False,False,True,False,False,False,False,True,False
318.63,2024-01-10,1,10,Food and Drink,253.61714285714285,130.74,False,False,False,False,False,False,True,True,False,False,False,False,True,False
238.29,2024-02-12,2,12,Travel,268.8328571428571,318.63,False,True,False,False,False,False,False,True,False,False,False,False,True,False
128.57,2024-02-19,2,19,Travel,245.64285714285714,238.29,False,True,False,False,False,False,False,False,True,False,False,False,True,False
15.9,2024-03-02,3,2,Tech,195.4842857142857,128.57,False,False,True,False,False,False,False,False,False,False,False,True,False,True
50.57,2024-03-08,3,8,Food and Drink,164.4042857142857,15.9,True,False,False,False,False,False,False,False,False,True,False,False,True,False
432.8,2024-03-08,3,8,Travel,187.92857142857142,50.57,True,False,False,False,False,False,False,False,True,False,False,False,True,False
311.95,2024-03-13,3,13,Travel,213.81571428571428,432.8,False,False,False,False,False,False,True,True,False,False,False,False,True,False
95.49,2024-03-17,3,17,Travel,181.9385714285714,311.95,False,False,False,True,False,False,False,False,False,True,False,False,False,True
111.85,2024-03-19,3,19,Shops,163.8757142857143,95.49,False,False,False,False,False,True,False,True,False,False,False,False,True,False
146.66,2024-04-01,4,1,Travel,166.46,111.85,False,True,False,False,False,False,False,True,False,False,False,False,True,False
376.07,2024-04-15,4,15,Travel,217.91285714285712,146.66,False,True,False,False,False,False,False,False,True,False,False,False,True,False
141.54,2024-04-25,4,25,Travel,230.9085714285714,376.07,False,False,False,False,True,False,False,False,True,False,False,False,True,False
368.44,2024-05-27,5,27,Shops,221.71428571428572,141.54,False,True,False,False,False,False,False,False,False,False,False,True,True,False
218.29,2024-05-31,5,31,Tech,208.3342857142857,368.44,True,False,False,False,False,False,False,True,False,False,False,False,True,False
453.44,2023-01-12,1,12,Shops,453.44,0.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
47.73,2023-03-20,3,20,Health,250.585,453.44,False,True,False,False,False,False,False,True,False,False,False,False,True,False
272.7,2023-04-05,4,5,Food and Drink,257.95666666666665,47.73,False,False,False,False,False,False,True,True,False,False,False,False,True,False
390.37,2023-04-06,4,6,Food and Drink,291.06,272.7,False,False,False,False,True,False,False,False,True,False,False,False,True,False
347.49,2023-04-10,4,10,Shops,302.346,390.37,False,True,False,False,False,False,False,False,True,False,False,False,True,False
321.32,2023-04-15,4,15,Food and Drink,305.5083333333333,347.49,False,False,True,False,False,False,False,False,True,False,False,False,False,True
483.73,2023-04-26,4,26,Travel,330.96857142857147,321.32,False,False,False,False,False,False,True,False,False,True,False,False,True,False
363.68,2023-05-25,5,25,Shops,318.1457142857143,483.73,False,False,False,False,True,False,False,False,True,False,False,False,True,False
127.52,2023-05-29,5,29,Shops,329.5442857142857,363.68,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3.67,2023-06-03,6,3,Shops,291.1114285714286,127.52,False,False,True,False,False,False,False,False,True,False,False,False,False,True
186.69,2023-06-06,6,6,Shops,262.0142857142857,3.67,False,False,False,False,False,True,False,True,False,False,False,False,True,False
219.22,2023-06-07,6,7,Shops,243.69,186.69,False,False,False,False,False,False,True,False,False,False,False,True,True,False
42.12,2023-06-09,6,9,Travel,203.80428571428573,219.22,True,False,False,False,False,False,False,False,False,True,False,False,True,False
8.03,2023-07-03,7,3,Shops,135.84714285714287,42.12,False,True,False,False,False,False,False,True,False,False,False,False,True,False
321.27,2023-08-02,8,2,Food and Drink,129.78857142857143,8.03,False,False,False,False,False,False,True,False,True,False,False,False,True,False
339.71,2023-08-10,8,10,Shops,160.10142857142858,321.27,False,False,False,False,True,False,False,True,False,False,False,False,True,False
