transaction_id,account_id,amount,date,merchant_name,merchant_category,mcc,balance_at_txn_time,is_anomaly,monthly_income,suggested_savings_amount,available,days_since_txn,is_income,total_spent_30d,total_income_30d,txn_count_30d,avg_txn_amt_30d,std_txn_amt_30d,net_cash_flow_30d,savings_delta
TXN001460,ACC031,-141.54,2025-01-20,Valdez and Sons,Entertainment,7832,18040.22,0,14212.22,2842.44,8519.7,161,0,-155.09,2488.11,4,583.2550000000001,1270.3676421807982,2333.02,15197.78
TXN004472,ACC031,-30.1,2025-01-28,Harvey-Cook,Transfer,4829,31022.77,0,14212.22,2842.44,8519.7,153,0,-252.95,2488.11,4,558.7900000000001,1287.2953548428584,2235.1600000000003,28180.33
TXN004825,ACC031,-129.02,2025-01-29,"Hurst, Strickland and Zuniga",Bills,4900,32404.99,0,14212.22,2842.44,8519.7,152,0,-283.05,2488.11,5,441.01200000000006,1145.515292071651,2205.06,29562.550000000003
TXN004966,ACC031,-42.65,2025-02-11,"Powell, Flores and Ross",Bills,4900,32312.66,0,14212.22,2842.44,,139,0,-412.07000000000005,2488.11,6,346.0066666666667,1050.6761192996948,2076.04,29470.22
TXN002588,ACC031,2719.83,2025-02-28,Freelance,Income,6012,19346.44,0,14212.22,2842.44,8793.45,122,1,-171.67000000000002,0.0,2,-85.83500000000001,61.07281269108212,-171.67000000000002,16504.0
TXN001714,ACC031,-206.78,2025-03-01,Amazon,Entertainment,7832,17586.73,0,14212.22,2842.44,8793.45,121,0,-42.65,2719.83,2,1338.59,1953.3683408922138,2677.18,14744.289999999999
TXN003321,ACC031,-40.62,2025-03-03,Pitts-Owens,Transportation,4121,26230.44,0,14212.22,2842.44,14761.41,119,0,-249.43,2719.83,3,823.4666666666666,1644.34792037249,2470.4,23388.0
TXN003055,ACC031,4648.08,2025-03-04,Unknown Vendor,Miscellaneous,7399,26588.83,1,14212.22,2842.44,14761.41,118,1,-290.05,2719.83,4,607.4449999999999,1410.407091599207,2429.7799999999997,23746.390000000003
TXN002752,ACC031,2747.19,2025-03-12,Employer,Income,6012,22090.81,0,14212.22,2842.44,,110,1,-290.05,7367.91,5,1415.572,2181.119520720953,7077.86,19248.370000000003
TXN001908,ACC031,-86.12,2025-03-20,Gomez PLC,Bills,4900,17403.42,0,14212.22,2842.44,,102,0,-247.4,10115.1,5,1973.5400000000002,2068.772770642054,9867.7,14560.979999999998
TXN000899,ACC031,-244.29,2025-04-08,Turner-Edwards,Food and Drink,5812,12838.63,0,14212.22,2842.44,8325.4,83,0,-86.12,2747.19,2,1330.535,2003.4527142036573,2661.07,9996.189999999999
TXN001567,ACC031,-131.36,2025-04-15,Wagner and Sons,Retail,5651,17905.37,0,14212.22,2842.44,8325.4,76,0,-330.40999999999997,0.0,2,-165.20499999999998,111.84307958027622,-330.40999999999997,15062.929999999998
TXN000437,ACC031,-1.0,2025-04-15,Netflix,Retail,5651,11181.61,0,14212.22,2842.44,8325.4,76,0,-330.40999999999997,0.0,2,-165.20499999999998,111.84307958027622,-330.40999999999997,8339.17
TXN000205,ACC031,-54.65,2025-04-15,Hernandez PLC,Retail,5651,11370.07,0,14212.22,2842.44,8325.4,76,0,-330.40999999999997,0.0,2,-165.20499999999998,111.84307958027622,-330.40999999999997,8527.63
TXN002786,ACC031,-150.05,2025-04-18,Hooper PLC,Bills,4900,21940.76,0,14212.22,2842.44,,73,0,-517.42,0.0,5,-103.484,91.91387180398831,-517.42,19098.32
TXN003511,ACC031,-87.12,2025-04-19,Gomez PLC,Food and Drink,5812,31614.06,0,14212.22,2842.44,,72,0,-667.47,0.0,6,-111.245,84.37965744182658,-667.47,28771.620000000003
TXN003936,ACC031,-93.04,2025-04-20,Farrell-Martinez,Food and Drink,5812,31277.87,0,14212.22,2842.44,,71,0,-668.4699999999999,0.0,6,-111.41166666666665,84.3210724354634,-668.4699999999999,28435.43
TXN000903,ACC031,-98.8,2025-04-22,Smith-Christian,Transfer,4829,12739.83,0,14212.22,2842.44,,69,0,-761.5099999999999,0.0,7,-108.78714285714284,77.28682244606465,-761.5099999999999,9897.39
TXN000072,ACC031,1579.41,2025-04-25,Freelance,Income,6012,11579.41,0,14212.22,2842.44,,66,1,-860.31,0.0,8,-107.53875,71.64076322427856,-860.31,8736.97
TXN002330,ACC031,-100.51,2025-04-30,Smith-Christian,Entertainment,7832,17034.09,0,14212.22,2842.44,,61,0,-860.31,1579.41,9,79.90000000000002,566.2953417608165,719.1000000000001,14191.65
TXN001084,ACC031,-103.99,2025-05-09,"Rodriguez, Rodriguez and Bell",Food and Drink,5812,18670.51,0,14212.22,2842.44,19642.54,52,0,-716.5300000000001,1579.41,9,95.87555555555555,557.9734491243986,862.88,15828.069999999998
TXN004005,ACC031,-130.58,2025-05-17,Target,Transfer,4829,31147.28,0,14212.22,2842.44,19642.54,44,0,-633.5100000000001,1579.41,7,135.12857142857143,637.2017983713001,945.9,28304.84
TXN004509,ACC031,-125.51,2025-05-17,Wagner-Hamilton,Food and Drink,5812,30897.26,0,14212.22,2842.44,19642.54,44,0,-633.5100000000001,1579.41,7,135.12857142857143,637.2017983713001,945.9,28054.82
TXN001395,ACC031,-110.75,2025-05-18,"Edwards, Byrd and Snyder",Food and Drink,5812,18281.16,0,14212.22,2842.44,19642.54,43,0,-889.6,1579.41,9,76.64555555555557,563.9046830606906,689.8100000000001,15438.72
TXN001144,ACC031,-102.78,2025-05-26,Netflix,Bills,4900,18567.72,0,14212.22,2842.44,19475.29,35,0,-571.34,0.0,5,-114.268,13.22648933012839,-571.34,15725.28
TXN004328,ACC031,-94.42,2025-06-02,Cruz-Butler,Food and Drink,5812,31052.87,0,14212.22,2842.44,16953.96,28,0,-573.61,0.0,5,-114.72200000000001,12.66314613356413,-573.61,28210.43
TXN001550,ACC031,-3.49,2025-06-03,"Horn, Drake and Cooper",Food and Drink,5812,18036.73,0,14212.22,2842.44,16953.96,27,0,-668.03,0.0,6,-111.33833333333332,14.034935577574512,-668.03,15194.289999999999
TXN000906,ACC031,3562.37,2025-06-03,Employer,Income,6012,16302.21,0,14212.22,2842.44,16953.96,27,1,-668.03,0.0,6,-111.33833333333332,14.034935577574512,-668.03,13459.769999999999
TXN001704,ACC031,-111.87,2025-06-04,"Edwards, Byrd and Snyder",Transfer,4829,17793.51,0,14212.22,2842.44,16953.96,26,0,-671.52,3562.37,8,361.35625000000005,1294.0096999850339,2890.85,14951.069999999998
TXN000891,ACC031,-153.29,2025-06-09,Byrd Group,Entertainment,7832,13082.92,0,14212.22,2842.44,18431.91,21,0,-679.4,3562.37,8,360.37125000000003,1294.417459438111,2882.97,10240.48
TXN002737,ACC031,-2.82,2025-06-11,"Baker, Nelson and Hunter",Retail,5651,19343.62,0,14212.22,2842.44,18431.91,19,0,-832.6899999999999,3562.37,9,303.2977777777778,1222.862797074735,2729.68,16501.18
TXN003218,ACC031,-115.38,2025-06-29,Banks-Barton,Transfer,4829,26473.46,0,14212.22,2842.44,14685.22,1,0,-365.89,3562.37,6,532.7466666666667,1485.4301694615826,3196.48,23631.02
TXN000929,ACC032,-10.12,2024-06-10,"Wilson, Carrillo and Stark",Retail,5651,12574.54,0,11222.88,2244.58,15482.46,385,0,0.0,0.0,0,0.0,0.0,0.0,10329.960000000001
TXN000050,ACC032,-173.54,2024-06-13,Ramsey LLC,Retail,5651,9782.38,0,11222.88,2244.58,15482.46,382,0,-10.12,0.0,1,-10.12,0.0,-10.12,7537.799999999999
TXN000175,ACC032,1657.55,2024-07-04,Freelance,Income,6012,11383.04,0,11222.88,2244.58,,361,1,-183.66,0.0,2,-91.83,115.55539018150559,-183.66,9138.460000000001
TXN003623,ACC032,-99.69,2024-07-13,Parks-Tapia,Bills,4900,18399.58,0,11222.88,2244.58,13894.07,352,0,-173.54,1657.55,2,742.005,1294.7761559628752,1484.01,16155.000000000002
TXN001202,ACC032,-82.07,2024-07-21,Fernandez Ltd,Entertainment,7832,11766.5,0,11222.88,2244.58,19570.64,344,0,-99.69,1657.55,2,778.93,1242.5563201722487,1557.86,9521.92
TXN001975,ACC032,-101.3,2024-07-22,Schneider-Rojas,Entertainment,7832,13297.89,0,11222.88,2244.58,18905.07,343,0,-181.76,1657.55,3,491.93,1009.4949749255812,1475.79,11053.31
TXN002898,ACC032,-144.64,2024-07-29,Banks-Barton,Bills,4900,14739.7,0,11222.88,2244.58,18905.07,336,0,-283.06,1657.55,4,343.6225,875.9949740105058,1374.49,12495.12
TXN001412,ACC032,-22.38,2024-07-30,Banks-Barton,Entertainment,7832,14087.4,0,11222.88,2244.58,18905.07,335,0,-427.7,1657.55,5,245.96999999999997,789.4336258673048,1229.85,11842.82
TXN001268,ACC032,2724.39,2024-08-03,Investment,Income,6012,14386.0,0,11222.88,2244.58,18905.07,331,1,-450.08,1657.55,6,201.24499999999998,714.5392315821434,1207.47,12141.42
TXN001123,ACC032,-111.18,2024-08-04,Jackson LLC,Transportation,4121,12014.3,0,11222.88,2244.58,18905.07,330,0,-450.08,2724.39,6,379.0516666666667,1149.658796433388,2274.31,9769.72
TXN003745,ACC032,-76.02,2024-08-06,Leonard-Hill,Retail,5651,18323.55,0,11222.88,2244.58,18905.07,328,0,-561.26,2724.39,7,309.0185714285714,1065.7213040225945,2163.13,16078.97
TXN003070,ACC032,-162.26,2024-08-15,Hooper PLC,Food and Drink,5812,14426.21,0,11222.88,2244.58,5409.27,319,0,-537.59,2724.39,7,312.40000000000003,1064.2449086715583,2186.7999999999997,12181.63
TXN001113,ACC032,-152.7,2024-08-16,Wade Ltd,Bills,4900,12125.48,0,11222.88,2244.58,5409.27,318,0,-699.85,2724.39,8,253.06750000000005,999.4886338916372,2024.54,9880.9
TXN002187,ACC032,-40.36,2024-09-12,Valdez and Sons,Entertainment,7832,13092.14,0,11222.88,2244.58,9081.5,291,0,-314.96,0.0,2,-157.48,6.759940828143396,-314.96,10847.56
TXN000530,ACC032,-80.22,2024-09-17,Johnson LLC,Bills,4900,12709.54,0,11222.88,2244.58,10585.72,286,0,-40.36,0.0,1,-40.36,0.0,-40.36,10464.960000000001
TXN001665,ACC032,-126.82,2024-09-19,Byrd Group,Bills,4900,13568.82,0,11222.88,2244.58,10585.72,284,0,-120.58,0.0,2,-60.29,28.185276298095786,-120.58,11324.24
TXN000874,ACC032,-17.5,2024-09-20,Hunter Ltd,Bills,4900,12678.22,0,11222.88,2244.58,10585.72,283,0,-247.39999999999998,0.0,3,-82.46666666666665,43.273762643585,-247.39999999999998,10433.64
TXN000509,ACC032,-164.44,2024-09-21,Amazon,Entertainment,7832,12789.76,0,11222.88,2244.58,10585.72,282,0,-264.9,0.0,4,-66.225,47.995617508268396,-264.9,10545.18
TXN002397,ACC032,2416.99,2024-09-24,Freelance,Income,6012,15226.68,0,11222.88,2244.58,10585.72,279,1,-429.34,0.0,5,-85.868,60.47248729794401,-429.34,12982.1
TXN003593,ACC032,2485.52,2024-09-30,Freelance,Income,6012,18499.27,0,11222.88,2244.58,10585.72,273,1,-429.34,2416.99,6,331.275,1023.2180764968921,1987.6499999999999,16254.69
TXN000479,ACC032,-87.07,2024-10-03,Leonard-Hill,Food and Drink,5812,12954.19,0,11222.88,2244.58,,270,0,-429.34,4902.51,7,639.0242857142857,1239.1314377667547,4473.17,10709.61
TXN000881,ACC032,-43.63,2024-10-03,Davis-Oneill,Bills,4900,12634.59,0,11222.88,2244.58,,270,0,-429.34,4902.51,7,639.0242857142857,1239.1314377667547,4473.17,10390.01
TXN004515,ACC032,2740.38,2024-10-05,Investment,Income,6012,20227.51,0,11222.88,2244.58,,268,1,-560.04,4902.51,9,482.49666666666667,1117.2176402899302,4342.47,17982.93
TXN000871,ACC032,-13.82,2024-10-12,Gay Ltd,Bills,4900,12695.72,0,11222.88,2244.58,,261,0,-560.04,7642.89,10,708.2850000000001,1272.5143735686795,7082.85,10451.14
TXN003026,ACC032,-97.21,2024-10-22,Fernandez Ltd,Entertainment,7832,14642.48,0,11222.88,2244.58,16376.46,251,0,-144.51999999999998,7642.89,6,1249.7283333333335,1426.0493109484912,7498.370000000001,12397.9
TXN001204,ACC032,-104.89,2024-10-25,Ramsey LLC,Transportation,4121,11661.61,0,11222.88,2244.58,16376.46,248,0,-241.72999999999996,5225.9,6,830.695,1383.2058888647055,4984.17,9417.03
TXN003533,ACC032,-49.78,2024-10-31,"Rodriguez, Rodriguez and Bell",Transfer,4829,16013.75,0,11222.88,2244.58,15640.36,242,0,-346.61999999999995,2740.38,6,398.96000000000004,1147.5883848488534,2393.76,13769.17
TXN001281,ACC032,-85.97,2024-11-05,Phillips-Bradford,Transportation,4121,14300.03,0,11222.88,2244.58,15640.36,237,0,-265.70000000000005,0.0,4,-66.42500000000001,42.70680859066854,-265.70000000000005,12055.45
TXN001483,ACC032,-66.49,2024-11-09,"Benson, Hernandez and Brown",Bills,4900,14020.91,0,11222.88,2244.58,15640.36,233,0,-351.6700000000001,0.0,5,-70.33400000000002,38.004013340698634,-351.6700000000001,11776.33
TXN002747,ACC032,-133.81,2024-11-13,Greene LLC,Transfer,4829,15022.89,0,11222.88,2244.58,15640.36,229,0,-404.34000000000003,0.0,5,-80.86800000000001,22.601650824663228,-404.34000000000003,12778.31
TXN001354,ACC032,-56.9,2024-11-14,Stevens-Reeves,Retail,5651,14243.12,0,11222.88,2244.58,15640.36,228,0,-538.1500000000001,0.0,6,-89.69166666666668,29.594091583737907,-538.1500000000001,11998.54
TXN001175,ACC032,-165.72,2024-11-19,Hunter Ltd,Food and Drink,5812,11848.58,0,11222.88,2244.58,15640.36,223,0,-595.0500000000001,0.0,7,-85.00714285714287,29.72297467969052,-595.0500000000001,9604.0
TXN000885,ACC032,-49.93,2024-11-30,"Horn, Drake and Cooper",Entertainment,7832,12584.66,0,11222.88,2244.58,19575.84,212,0,-558.67,0.0,6,-93.11166666666666,46.641095791872935,-558.67,10340.08
TXN003346,ACC032,1637.32,2024-12-05,Freelance,Income,6012,16063.53,0,11222.88,2244.58,19575.84,207,1,-558.8199999999999,0.0,6,-93.13666666666666,46.61325634051612,-558.8199999999999,13818.95
TXN003773,ACC032,-141.14,2024-12-18,Pitts-Owens,Transportation,4121,18182.41,0,11222.88,2244.58,16860.32,194,0,-215.65,1637.32,3,473.88999999999993,1009.2219055787483,1421.6699999999998,15937.83
TXN004536,ACC032,-89.67,2024-12-24,Castaneda-Johnson,Food and Drink,5812,20137.84,0,11222.88,2244.58,19695.71,188,0,-191.07,1637.32,3,482.0833333333333,1001.5031867314918,1446.25,17893.260000000002
TXN004154,ACC032,-141.66,2025-01-04,"Rodriguez, Rodriguez and Bell",Transportation,4121,17677.06,0,11222.88,2244.58,15482.46,177,0,-230.81,1637.32,3,468.8366666666666,1012.2634367758884,1406.51,15432.480000000001
TXN004082,ACC032,-158.97,2025-01-08,Johnson LLC,Transportation,4121,17818.72,0,11222.88,2244.58,,173,0,-372.47,0.0,3,-124.15666666666668,29.867461112945858,-372.47,15574.140000000001
TXN000324,ACC032,-144.38,2025-01-08,Jackson LLC,Transfer,4829,11180.07,0,11222.88,2244.58,,173,0,-372.47,0.0,3,-124.15666666666668,29.867461112945858,-372.47,8935.49
TXN002047,ACC032,-165.39,2025-01-12,Phillips-Bradford,Transfer,4829,13132.5,0,11222.88,2244.58,,169,0,-675.82,0.0,5,-135.16400000000002,26.454087207839923,-675.82,10887.92
TXN000219,ACC032,-58.59,2025-01-22,Hooper PLC,Transportation,4121,11324.46,0,11222.88,2244.58,13423.68,159,0,-700.0699999999999,0.0,5,-140.01399999999998,29.83102797424185,-700.0699999999999,9079.88
TXN000983,ACC032,-164.15,2025-01-27,"Hurst, Strickland and Zuniga",Transfer,4829,12410.4,0,11222.88,2244.58,13423.68,154,0,-668.99,0.0,5,-133.798,43.19061553161751,-668.99,10165.82
TXN004338,ACC032,-53.65,2025-02-05,Uber,Transfer,4829,17623.41,0,11222.88,2244.58,19050.89,145,0,-691.48,0.0,5,-138.296,45.332080031694986,-691.48,15378.83
TXN000450,ACC032,1861.19,2025-02-15,Freelance,Income,6012,13041.26,0,11222.88,2244.58,15193.09,135,1,-276.39,0.0,3,-92.13,62.42003844920316,-276.39,10796.68
TXN002850,ACC032,-64.62,2025-03-01,"Hunter, Flowers and Rodriguez",Bills,4900,14884.34,0,11222.88,2244.58,,121,0,-53.65,1861.19,2,903.77,1353.9963488872486,1807.54,12639.76
TXN001045,ACC032,-132.22,2025-03-05,Walmart,Retail,5651,12278.18,0,11222.88,2244.58,,117,0,-118.27000000000001,1861.19,3,580.9733333333334,1108.7137233900073,1742.92,10033.6
TXN001408,ACC032,-133.34,2025-03-07,Schneider-Rojas,Transportation,4121,14109.78,0,11222.88,2244.58,,115,0,-250.49,1861.19,4,402.675,972.9638206531628,1610.7,11865.2
TXN000057,ACC032,-56.89,2025-03-14,Harvey-Cook,Retail,5651,9725.49,0,11222.88,2244.58,,108,0,-330.18,1861.19,4,382.75250000000005,986.1486939055726,1531.01,7480.91
TXN003784,ACC032,-166.61,2025-03-15,Valdez and Sons,Transportation,4121,18015.81,0,11222.88,2244.58,,107,0,-387.07,1861.19,5,294.824,876.3698080319747,1474.1200000000001,15771.230000000001
TXN004709,ACC032,-90.62,2025-04-02,Offshore Ltd,Fraud,9999,20047.22,1,11222.88,2244.58,17967.71,89,0,-489.06,0.0,4,-122.265,46.41166268658486,-489.06,17802.64
TXN001661,ACC032,-137.06,2025-04-03,Chen-Smith,Bills,4900,13695.64,0,11222.88,2244.58,17967.71,88,0,-579.6800000000001,0.0,5,-115.936,42.612357714634854,-579.6800000000001,11451.06
TXN004970,ACC032,-43.11,2025-04-05,Stevens-Reeves,Bills,4900,20004.11,0,11222.88,2244.58,17967.71,86,0,-584.52,0.0,5,-116.904,43.126620897074694,-584.52,17759.53
TXN002799,ACC032,-73.94,2025-04-09,Greene LLC,Retail,5651,14948.96,0,11222.88,2244.58,6997.34,82,0,-494.29,0.0,5,-98.858,52.40883389277041,-494.29,12704.38
TXN001614,ACC032,-65.06,2025-04-12,"Hurst, Strickland and Zuniga",Transportation,4121,13832.69,0,11222.88,2244.58,7727.98,79,0,-568.23,0.0,6,-94.705,47.967000635853815,-568.23,11588.11
TXN003991,ACC032,-38.12,2025-04-14,"Hunter, Flowers and Rodriguez",Transfer,4829,17977.69,0,11222.88,2244.58,7727.98,77,0,-576.4000000000001,0.0,6,-96.06666666666668,46.78010845077924,-576.4000000000001,15733.109999999999
TXN002671,ACC032,-69.98,2025-04-29,Gomez PLC,Transportation,4121,15156.7,0,11222.88,2244.58,15659.5,62,0,-447.91,0.0,6,-74.65166666666667,36.25392029376501,-447.91,12912.12
TXN004366,ACC032,-136.28,2025-04-30,Uber,Entertainment,7832,17487.13,0,11222.88,2244.58,6602.18,61,0,-517.89,0.0,7,-73.98428571428572,33.142219729092204,-517.89,15242.550000000001
TXN000020,ACC032,-44.08,2025-04-30,"Levy, Adkins and Rodriguez",Transportation,4121,9955.92,0,11222.88,2244.58,6602.18,61,0,-517.89,0.0,7,-73.98428571428572,33.142219729092204,-517.89,7711.34
TXN001503,ACC032,-123.15,2025-05-01,Gilbert-Le,Entertainment,7832,13897.76,0,11222.88,2244.58,6602.18,60,0,-698.2500000000001,0.0,9,-77.58333333333334,37.498140620569444,-698.2500000000001,11653.18
TXN002333,ACC032,-113.73,2025-05-22,"Powell, Flores and Ross",Food and Drink,5812,12809.7,0,11222.88,2244.58,,39,0,-373.49,0.0,4,-93.3725,43.6070050756374,-373.49,10565.12
TXN003059,ACC032,-54.01,2025-05-30,Rodgers-Garcia,Bills,4900,14588.47,0,11222.88,2244.58,,31,0,-417.24,0.0,4,-104.31,41.20443260944951,-417.24,12343.89
TXN001833,ACC032,-169.63,2025-06-04,Ramsey LLC,Transportation,4121,13399.19,0,11222.88,2244.58,,26,0,-167.74,0.0,2,-83.87,42.22841697246062,-167.74,11154.61
TXN002310,ACC032,-168.71,2025-06-18,Target,Retail,5651,12923.43,0,11222.88,2244.58,,12,0,-337.37,0.0,3,-112.45666666666666,57.820516543293984,-337.37,10678.85
TXN000539,ACC033,-168.28,2024-06-05,Banks-Barton,Food and Drink,5812,9225.71,0,7282.89,1456.58,7874.57,390,0,0.0,0.0,0,0.0,0.0,0.0,7769.129999999999
TXN001451,ACC033,-82.28,2024-06-06,Greene LLC,Retail,5651,17002.45,0,7282.89,1456.58,7874.57,389,0,-168.28,0.0,1,-168.28,0.0,-168.28,15545.87
TXN000820,ACC033,-67.88,2024-06-10,Greene-Munoz,Food and Drink,5812,11726.0,0,7282.89,1456.58,13410.85,385,0,-250.56,0.0,2,-125.28,60.81118318204309,-250.56,10269.42
TXN003662,ACC033,-90.11,2024-06-18,Rodgers-Garcia,Transfer,4829,24404.49,0,7282.89,1456.58,7671.39,377,0,-318.44,0.0,3,-106.14666666666666,54.288611451512864,-318.44,22947.910000000003
TXN002956,ACC033,-63.89,2024-06-22,Banks-Barton,Entertainment,7832,19504.84,0,7282.89,1456.58,16060.2,373,0,-408.55,0.0,4,-102.1375,45.04585691270619,-408.55,18048.260000000002
TXN003713,ACC033,-24.27,2024-07-24,Zimmerman PLC,Food and Drink,5812,24294.97,0,7282.89,1456.58,5664.59,341,0,0.0,0.0,0,0.0,0.0,0.0,22838.39
TXN000416,ACC033,-71.06,2024-07-25,Fernandez Ltd,Transportation,4121,9393.98,0,7282.89,1456.58,5664.59,340,0,-24.27,0.0,1,-24.27,0.0,-24.27,7937.4
TXN002196,ACC033,-150.88,2024-08-04,"Horn, Drake and Cooper",Entertainment,7832,17620.48,0,7282.89,1456.58,8646.82,330,0,-95.33,0.0,2,-47.665,33.08552629171856,-95.33,16163.9
TXN002076,ACC033,-75.97,2024-08-04,Greene-Munoz,Transfer,4829,17945.04,0,7282.89,1456.58,8646.82,330,0,-95.33,0.0,2,-47.665,33.08552629171856,-95.33,16488.46
TXN001026,ACC033,-63.16,2024-08-29,Chapman Group,Transportation,4121,15328.48,0,7282.89,1456.58,11077.72,305,0,-226.85,0.0,2,-113.425,52.96936897868427,-226.85,13871.9
TXN000955,ACC033,-130.76,2024-08-30,Wagner-Hamilton,Transportation,4121,15391.64,0,7282.89,1456.58,11077.72,304,0,-290.01,0.0,3,-96.67,47.382139039937826,-290.01,13935.06
TXN002660,ACC033,-93.92,2024-09-15,Rodgers-Garcia,Entertainment,7832,17526.56,0,7282.89,1456.58,15420.32,288,0,-193.92,0.0,2,-96.96,47.80041840821061,-193.92,16069.980000000001
TXN004700,ACC033,1542.54,2024-09-15,Investment,Income,6012,26840.54,0,7282.89,1456.58,15420.32,288,1,-193.92,0.0,2,-96.96,47.80041840821061,-193.92,25383.96
TXN002762,ACC033,2243.46,2024-09-20,Freelance,Income,6012,19568.73,0,7282.89,1456.58,7874.57,283,1,-287.84,1542.54,4,313.675,819.7092896671763,1254.7,18112.15
TXN002742,ACC033,-142.22,2024-09-21,"Baker, Nelson and Hunter",Bills,4900,17325.27,0,7282.89,1456.58,7874.57,282,0,-287.84,3786.0,5,699.632,1117.4777487359647,3498.16,15868.69
TXN003516,ACC033,-151.28,2024-10-17,Phillips-Bradford,Food and Drink,5812,24494.6,0,7282.89,1456.58,16576.12,256,0,-142.22,2243.46,2,1050.6200000000001,1686.9305057411227,2101.2400000000002,23038.019999999997
TXN004411,ACC033,-148.84,2024-10-22,"Baker, Nelson and Hunter",Food and Drink,5812,25696.45,0,7282.89,1456.58,6578.87,251,0,-151.28,0.0,1,-151.28,0.0,-151.28,24239.870000000003
TXN004463,ACC033,-121.18,2024-10-22,Wade Ltd,Transfer,4829,25575.28,0,7282.89,1456.58,6578.87,251,0,-151.28,0.0,1,-151.28,0.0,-151.28,24118.699999999997
TXN001915,ACC033,-105.68,2024-10-27,Walmart,Transfer,4829,16553.74,0,7282.89,1456.58,6578.87,246,0,-421.3,0.0,3,-140.43333333333334,16.718448891369473,-421.3,15097.160000000002
TXN003683,ACC033,-85.25,2024-10-31,"Wilson, Carrillo and Stark",Bills,4900,24319.24,0,7282.89,1456.58,6578.87,242,0,-526.98,0.0,4,-131.745,22.09719967175328,-526.98,22862.660000000003
TXN000550,ACC033,-99.51,2024-11-11,"Moore, Harrell and Williams",Transportation,4121,9126.2,0,7282.89,1456.58,18549.14,231,0,-612.23,0.0,5,-122.446,28.259010598391445,-612.23,7669.620000000001
TXN002721,ACC033,-7.83,2024-11-13,Leonard-Hill,Entertainment,7832,17518.73,0,7282.89,1456.58,18549.14,229,0,-711.74,0.0,6,-118.62333333333333,26.954295143198728,-711.74,16062.15
TXN002739,ACC033,-51.24,2024-11-22,"Decker, Lee and Smith",Bills,4900,17467.49,0,7282.89,1456.58,18549.14,220,0,-298.27,0.0,4,-74.5675,45.30682684026033,-298.27,16010.910000000002
TXN000401,ACC033,-109.49,2024-11-27,Fernandez Ltd,Food and Drink,5812,9465.04,0,7282.89,1456.58,7593.44,215,0,-243.83,0.0,4,-60.9575,40.79780171773965,-243.83,8008.460000000001
TXN000684,ACC033,-55.73,2024-11-30,Leonard-Hill,Transfer,4829,11793.88,0,7282.89,1456.58,8403.91,212,0,-353.32,0.0,5,-70.664,41.465964115163175,-353.32,10337.3
TXN001971,ACC033,1467.27,2024-12-05,Employer,Income,6012,18021.01,0,7282.89,1456.58,8403.91,207,1,-323.8,0.0,5,-64.76,40.96855989658411,-323.8,16564.43
TXN000865,ACC033,3941.98,2024-12-09,Employer,Income,6012,15667.99,0,7282.89,1456.58,8403.91,203,1,-323.8,1467.27,6,190.57833333333335,626.5211290424822,1143.47,14211.41
TXN001271,ACC033,-65.68,2024-12-14,Target,Food and Drink,5812,15114.73,0,7282.89,1456.58,8403.91,198,0,-216.45999999999998,5409.25,5,1038.558,1754.764471879346,5192.79,13658.15
TXN000168,ACC033,-197.16,2024-12-15,"Wilson, Carrillo and Stark",Retail,5651,9802.84,0,7282.89,1456.58,8403.91,197,0,-282.14,5409.25,6,854.5183333333333,1632.9673220418915,5127.11,8346.26
TXN001819,ACC033,-26.69,2024-12-26,"Wilson, Carrillo and Stark",Bills,4900,16659.42,0,7282.89,1456.58,16356.62,186,0,-428.06,5409.25,6,830.1983333333333,1650.1510087433414,4981.19,15202.839999999998
TXN001616,ACC033,-56.46,2024-12-30,"Wilson, Carrillo and Stark",Food and Drink,5812,16945.98,0,7282.89,1456.58,16356.62,182,0,-345.26,5409.25,6,843.9983333333334,1641.0418989339264,5063.99,15489.4
TXN004669,ACC033,-156.89,2025-01-09,Fernandez Ltd,Food and Drink,5812,25298.01,0,7282.89,1456.58,16356.62,172,0,-345.99,0.0,4,-86.4975,75.62791740929184,-345.99,23841.43
TXN000597,ACC033,2723.41,2025-01-17,Employer,Income,6012,11849.61,0,7282.89,1456.58,15632.64,164,1,-240.04,0.0,3,-80.01333333333334,68.22081524969731,-240.04,10393.03
TXN003718,ACC033,-31.13,2025-02-05,"Decker, Lee and Smith",Bills,4900,24263.84,0,7282.89,1456.58,,145,0,-156.89,2723.41,2,1283.26,2036.6796618516128,2566.52,22807.260000000002
TXN003375,ACC033,2567.74,2025-02-05,Employer,Income,6012,21903.63,0,7282.89,1456.58,,145,1,-156.89,2723.41,2,1283.26,2036.6796618516128,2566.52,20447.050000000003
TXN004933,ACC033,-99.19,2025-02-06,Valdez and Sons,Food and Drink,5812,26741.35,0,7282.89,1456.58,,144,0,-188.01999999999998,5291.15,4,1275.7824999999998,1583.8087358721696,5103.129999999999,25284.769999999997
TXN004375,ACC033,1991.58,2025-02-07,Investment,Income,6012,25845.29,0,7282.89,1456.58,,143,1,-287.21,5291.15,5,1000.7879999999999,1503.1458542071023,5003.94,24388.71
TXN000911,ACC033,-145.59,2025-02-07,"Meyers, Fernandez and Brown",Transportation,4121,15522.4,0,7282.89,1456.58,,143,0,-287.21,5291.15,5,1000.7879999999999,1503.1458542071023,5003.94,14065.82
