transaction_id,account_id,amount,date,merchant_name,category,description,mcc
5c3f5a9a-2180-476a-a4c9-e3a3681b0f8f,0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,50.8,2023-01-29,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
07e2bbac-f130-48c7-b55b-28c7c9fdbba0,561eccbd-0280-4c44-86ca-cf368dd21fec,280.73,2023-06-20,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
1f5dbc3d-aacc-458a-9e31-36a2f02dc3ec,b2ffa63b-f7b2-41df-bd3d-b1bda10d26c6,185.81,2023-05-09,Target,"['Shops', 'Department Stores']",Target purchase,5311
6b77eefb-3fd3-4789-867e-78b31077a8a2,e357984b-b449-48da-9309-eec0ba5a97e4,67.79,2023-12-05,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
52156ce2-669c-4fb3-818a-f43fe316d8bc,ce5cc0bf-908f-4fde-8184-bfb4ed345013,217.6,2023-09-14,Apple,"['Tech', 'Electronics']",Apple purchase,5732
30dbe4d4-3bfd-44fb-906b-183bfeb9a25b,04986391-ed52-4952-9031-0f9817dd44b5,404.78,2024-02-13,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
eb101d20-d83f-47d2-af93-c5ea20a8f204,458957fe-8de8-4548-9a4a-7cf64bfb12bb,217.1,2023-07-08,Target,"['Shops', 'Department Stores']",Target purchase,5311
8fa5e648-97db-42a8-82bf-ecec68e33b62,8ce90cb8-4a24-48e0-821e-c2718abc279a,483.11,2023-12-25,Apple,"['Tech', 'Electronics']",Apple purchase,5732
0fed5c42-c460-4f5f-b550-0b5da527d885,c111b86e-de1f-4bef-b9d5-35221063b631,477.25,2023-12-22,Target,"['Shops', 'Department Stores']",Target purchase,5311
f58cd8ff-62b8-43d0-9add-112d0d94b30f,5acc472f-c4bd-4121-8273-7946c8e8929d,33.94,2023-06-02,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
0ed803e0-af3d-467a-96e3-216edbb52d62,ed9bd80b-1602-4db4-905a-c98d0286fe2a,295.99,2024-02-08,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
85ce8978-caf6-4f22-83be-bc931fa77ad9,cdf4dd84-1e8f-44c1-a4da-4610c66f11ea,172.5,2024-04-06,Target,"['Shops', 'Department Stores']",Target purchase,5311
60e209a9-9db2-4ae1-ab1f-316a7a7210b1,289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,334.6,2023-09-04,Apple,"['Tech', 'Electronics']",Apple purchase,5732
67453ea2-e3e7-406a-a8e8-5990179bc10e,575a56de-b842-4407-afde-aaef68471677,327.09,2023-01-24,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
92ff7368-cfc3-46e7-a9dc-bb50a85a8cbf,8ce90cb8-4a24-48e0-821e-c2718abc279a,483.61,2023-12-29,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
cac9e49d-2e3d-4ceb-b27f-b326e983b4ac,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,244.94,2024-01-17,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
39e3e55d-d982-4175-9402-731f8d63d9e1,fd362fbd-e49f-42af-a997-f0bc82c221fc,241.97,2023-03-08,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
aac31522-8eb6-4afe-83b0-b0bbde8ae622,e8efbc27-62e1-4896-9c24-a6901b3faea6,486.6,2023-02-10,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
219d54cb-84e5-47e3-9f14-e3e97414555a,6ca267aa-3942-4c78-8a39-a622327d2fc5,372.08,2024-01-01,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
fde2bb64-ef73-4e06-ae7f-8e9dc14cb85a,e1eb7912-7d4b-4439-80fc-d0895be9b1a9,156.75,2023-06-29,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
1df0eb5d-3cd0-4253-b656-7bd77cd30a72,bf0e1711-5556-41b8-aa65-d6a27814694b,279.81,2023-03-14,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
d369b922-cfcc-4766-a491-ea995e43fdcf,133c9fad-3371-4198-9aff-628ba1e89186,396.23,2024-03-19,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
dad7f01e-e2f1-4f51-aff5-94ebf49690b8,48e613ed-59a6-4e54-bc9f-1be37b387d8b,490.07,2023-02-22,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
66c9b984-1f5e-4c42-bfc4-a0184b4c7470,ba733469-b800-44d4-952a-c1fb93d211a7,343.31,2024-03-08,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
860a2e2b-acd6-4d8d-b5d9-848947dca737,dd8eaf91-3066-42a9-9b95-ae46975b4e19,112.29,2024-02-07,Amazon,"['Shops', 'Online']",Amazon purchase,5818
59173607-92ee-4edd-a8e2-439d34b92f3d,26f00f8a-7323-458b-807e-8473803120f4,220.71,2023-07-14,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
9ca25e16-dddd-485b-91cd-31f55812f41b,cdf4dd84-1e8f-44c1-a4da-4610c66f11ea,93.12,2023-02-06,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
7b7548ac-b5b5-49cd-9f75-c827fb5bc1b8,8af84224-d363-410c-83db-0931609e1733,297.91,2023-10-14,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
ba520df9-e0f8-49f7-b689-ca39ab462e6b,2f021e8c-ad83-4ba8-8eee-02be9042d5eb,399.35,2024-02-04,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
7e52aac2-cb23-4acd-9a7a-53a29e66645f,b2ffa63b-f7b2-41df-bd3d-b1bda10d26c6,73.01,2024-04-23,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
9f02e725-581f-4bef-b048-b94b400ff14f,26f00f8a-7323-458b-807e-8473803120f4,475.71,2023-04-27,Target,"['Shops', 'Department Stores']",Target purchase,5311
93ee4487-2989-4813-b2fb-54a806744071,574de01f-9355-4375-b20b-de23433e1017,415.76,2024-05-13,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
c66029ef-d1a4-48e0-8de1-09dacd24623c,faabc156-9e0b-46c9-b6fb-b506aeb83ea3,259.5,2023-02-01,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
7b59b151-0440-49ba-9111-553c7e0ade5f,f6350815-6379-48d7-9f52-c4089b72ed11,267.82,2023-02-07,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
2451d279-4c68-43f4-8879-65a682da0e42,83046015-6383-4828-a356-7b230533adc5,430.66,2024-04-05,Amazon,"['Shops', 'Online']",Amazon purchase,5818
5d0f0d79-0f08-4d73-a54b-13ee4708eb59,c111b86e-de1f-4bef-b9d5-35221063b631,32.42,2024-05-09,Apple,"['Tech', 'Electronics']",Apple purchase,5732
69b06a1f-64b8-4b80-b255-dfed4b38d2d8,f59fa29b-8ac0-4be3-ac92-7c9dc790f2a4,84.4,2023-03-15,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
4147de4c-64dc-496a-8e08-9df763d6058d,5acc472f-c4bd-4121-8273-7946c8e8929d,134.28,2023-05-03,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
c4adde77-43f9-4711-a899-4ee7f726ea57,dd8eaf91-3066-42a9-9b95-ae46975b4e19,284.13,2023-06-04,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
f6cb2ff2-9e08-4856-b115-557173572431,fa3ede4e-8f41-4bdb-a315-7072455085e3,424.41,2023-06-02,Target,"['Shops', 'Department Stores']",Target purchase,5311
d16baec2-208c-4aab-b3b6-54e399e18d44,2f5eca70-c5ec-4526-8c02-81b542b24caa,16.85,2024-01-18,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
6b61f124-1a74-440d-99ef-f366c0248587,e1eb7912-7d4b-4439-80fc-d0895be9b1a9,339.37,2023-08-31,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
2d304776-c1a3-4aba-ad24-cbf41bc6481a,dc8ae63e-42ce-4194-a451-3814ded4a961,307.75,2023-10-03,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
023ffbb9-7be0-4f5b-be6f-705943360cde,d2ce352f-2621-48fd-aa23-be3a3868ec61,370.23,2024-01-22,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
99a15bf3-71c5-424c-a770-c4f8abf62473,e4a7a87d-b687-43b9-b7a9-d9782575b1e1,185.65,2023-11-04,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
63ad8761-57a0-4871-8ab7-ae43d4e85fa5,bf0e1711-5556-41b8-aa65-d6a27814694b,145.02,2023-01-25,Apple,"['Tech', 'Electronics']",Apple purchase,5732
954ac313-f4a6-48d9-b8fd-44185f7f3f78,fa3ede4e-8f41-4bdb-a315-7072455085e3,121.17,2024-04-29,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
f234385e-f17b-40d2-836d-06191446cbf3,b169dd26-4b2d-419e-874e-acb6fd747639,74.07,2023-12-24,Amazon,"['Shops', 'Online']",Amazon purchase,5818
12df21c6-4f16-407e-8a8a-5e2844a690cf,c111b86e-de1f-4bef-b9d5-35221063b631,395.43,2023-04-05,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
030ce442-5f50-4c7d-9552-b27ed550286c,c7f61627-67ac-4dcd-bc33-6fe03f32a1bc,259.08,2023-06-17,Target,"['Shops', 'Department Stores']",Target purchase,5311
d6a24adb-9ce9-47a0-805b-633a8bd30604,04986391-ed52-4952-9031-0f9817dd44b5,460.41,2024-04-03,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
58945da3-5135-438d-96df-dc1e74ec1ade,83046015-6383-4828-a356-7b230533adc5,290.96,2023-11-19,Target,"['Shops', 'Department Stores']",Target purchase,5311
c929600b-e045-4f41-a2da-a6165ce24ed3,6dd5eaa2-1806-495a-9377-6c3934b3a23c,369.13,2023-07-21,Target,"['Shops', 'Department Stores']",Target purchase,5311
b8bbf30e-bc40-4343-b18c-4effd795653c,289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,207.25,2023-07-19,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
98eef186-d484-4146-ab9e-9d7dafdb27ed,c7f61627-67ac-4dcd-bc33-6fe03f32a1bc,342.97,2023-07-27,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
65e2bd8d-bf55-45c6-8045-c19d7fd6c245,26f00f8a-7323-458b-807e-8473803120f4,149.92,2024-01-02,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
327e44aa-2b0a-40cd-8032-b14eeec73abd,ca66a8a2-2e3b-4c2f-9d0f-b0fb0002da3b,37.29,2023-08-12,Apple,"['Tech', 'Electronics']",Apple purchase,5732
d368006e-cf15-45b3-a7e4-520e0d41ed45,8af84224-d363-410c-83db-0931609e1733,454.38,2023-04-27,Apple,"['Tech', 'Electronics']",Apple purchase,5732
ca27ce59-7481-4b60-812c-4fb18432fa79,d68965e8-daba-414c-a330-8a5026a263ef,16.01,2023-02-20,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
504608a8-59d5-48f1-941c-21247a91cfe6,f26616e8-a55e-49b2-9f93-d7a83b9915fe,30.41,2024-05-08,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
0f2aa319-0cbd-42e5-a30f-89b37a2d0567,ce5cc0bf-908f-4fde-8184-bfb4ed345013,289.51,2023-12-01,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
f5e9df2d-7c06-46d8-bb0d-b10038ea9c6b,516374d1-d8ef-4b78-b82e-c5fe5e6d561d,232.61,2023-08-17,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
58f50aa8-e411-4acd-b8ab-a45e9c53c093,db183e40-f387-4624-ae2b-ffb1864cea3f,117.26,2024-03-25,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
936f6f6c-8069-4ed6-811e-ba6e7d7f4dc1,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,240.74,2023-01-01,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
6cc1a2b1-8275-4ec1-b849-404c983364b3,faabc156-9e0b-46c9-b6fb-b506aeb83ea3,78.42,2024-02-04,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
394cdddf-a3f0-42a1-954c-f82b38fd1513,0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,370.75,2023-08-20,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
57d5cd37-ccba-4e4a-a225-56af9a5d8b95,8dbebe2a-09c2-4092-ad12-8373309633a8,385.3,2024-03-01,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
a7c29aae-dce0-49b6-985c-387365e38724,83046015-6383-4828-a356-7b230533adc5,313.34,2024-05-10,Apple,"['Tech', 'Electronics']",Apple purchase,5732
01e5d55a-f86c-49df-ba65-47ef7c972847,ed9bd80b-1602-4db4-905a-c98d0286fe2a,143.33,2023-11-18,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
6783d490-37f2-4abc-8621-89115e09d5c2,737cf149-bef4-45be-ab87-0356d4b4b82e,148.22,2024-03-03,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
5ab4e646-d561-4338-9e73-31f4cb06471e,e357984b-b449-48da-9309-eec0ba5a97e4,176.63,2024-03-02,Apple,"['Tech', 'Electronics']",Apple purchase,5732
ea6f2a7b-50ba-49ee-9238-d43646eb67eb,bc02c997-a45f-4fdb-8151-cc6557ed9e0b,219.73,2023-08-18,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
aa1e0f6a-d701-419d-88f7-c598f35cc6fd,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,178.27,2023-02-22,Amazon,"['Shops', 'Online']",Amazon purchase,5818
d032ac72-6b2b-46f0-bcea-5846e65eed05,afcb39d4-f999-4381-985c-2abbf5e1e90d,213.93,2024-02-13,Amazon,"['Shops', 'Online']",Amazon purchase,5818
a207a9b3-2e1e-4543-b44a-4fddee08906b,a1924e45-3660-4f0c-b16d-581c41dff843,380.25,2023-07-10,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
db17fbfd-a0e3-4ad9-b431-87c86e9ec13a,8ce90cb8-4a24-48e0-821e-c2718abc279a,167.28,2024-01-06,Apple,"['Tech', 'Electronics']",Apple purchase,5732
357b5f6b-9f9b-41f8-b836-a05f84162dd6,cdf4dd84-1e8f-44c1-a4da-4610c66f11ea,275.06,2023-04-07,Target,"['Shops', 'Department Stores']",Target purchase,5311
2069d30e-a916-480a-a8a8-50f983149210,b78e7b95-16e4-4187-b813-2d5566d76c98,223.98,2024-05-17,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
8a4ca2ed-51fc-4983-9d66-803dba1d925e,c111b86e-de1f-4bef-b9d5-35221063b631,337.63,2023-01-12,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
2990752a-5c7c-4b8d-afff-6bf8ea2ea925,46520dcd-d7a1-46b8-b5ed-ebd1417065f3,179.08,2024-04-02,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
96a8e95a-6f88-4610-a78e-64695fc453b4,ca66a8a2-2e3b-4c2f-9d0f-b0fb0002da3b,250.86,2023-10-22,Apple,"['Tech', 'Electronics']",Apple purchase,5732
83e93060-11ba-4edb-99f1-1af8c1b121f2,294c5e81-9a34-479c-9e74-0626fdf9d524,293.67,2023-07-07,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
1b60e82c-f05d-477d-841b-c245b1441e92,c111b86e-de1f-4bef-b9d5-35221063b631,338.9,2023-08-25,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
ba1ab2e1-54a1-40e5-919d-93946fcffc86,d2ce352f-2621-48fd-aa23-be3a3868ec61,39.76,2023-05-04,Target,"['Shops', 'Department Stores']",Target purchase,5311
d1b863f9-00d6-48fd-ab44-d51933ced663,c7d5be18-7740-49ea-afc8-76439c2725ec,342.86,2023-02-12,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
97f084e8-85e4-4bd3-bf1d-223f306f8fa9,09b48c35-87b4-497b-8411-b81af311da0e,484.55,2023-04-02,Target,"['Shops', 'Department Stores']",Target purchase,5311
697ccc7c-9773-410a-bce8-cddc22c9d8c0,9cf626b3-ccb2-4639-af9d-6959671c7212,498.56,2023-02-28,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
d5cdd675-f205-43b2-9c4d-f967a83f7313,fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,93.02,2023-03-20,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
ef89734e-734a-4250-8359-80d9d017c533,f0550103-b72f-440f-a441-50ae89062872,75.41,2023-04-18,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
dad2d251-85ee-4805-873d-1c46a6ba5659,ec058405-3dd7-4717-8386-12804d2a813b,242.93,2024-01-13,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
27d5955c-d02a-4984-a50c-1c2f58bbfa24,53e9a468-2e71-44ac-a59a-f024f7e5e4a3,132.54,2024-03-28,Amazon,"['Shops', 'Online']",Amazon purchase,5818
54baaadd-1b9d-44f5-bf26-0a646d385c43,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,98.19,2023-02-25,Apple,"['Tech', 'Electronics']",Apple purchase,5732
d6809a05-fa24-4380-9c4a-16475a7abc3d,f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,422.89,2024-04-19,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
4ca38db0-5b04-4616-b4fe-6e2e52d0e105,765737ff-c2c8-4e6c-828e-5e009d82406d,269.68,2023-03-17,Apple,"['Tech', 'Electronics']",Apple purchase,5732
d96d5525-f6f7-44ed-bfa0-81bd98bc8424,79edb6e5-15e4-4db9-b1e1-3491a2a0b191,116.58,2023-05-16,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
22b276a6-263c-494e-ab66-2758733a7006,fd362fbd-e49f-42af-a997-f0bc82c221fc,455.24,2023-03-22,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
d9fb8341-c526-4559-bb39-d5a633a7fec7,f755690b-b43b-4495-97ab-6e93f65a5619,268.8,2023-02-03,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
b5e95322-8dc5-47e3-abeb-783ea3ed7f71,48e613ed-59a6-4e54-bc9f-1be37b387d8b,322.85,2023-04-14,Amazon,"['Shops', 'Online']",Amazon purchase,5818
70ebc2f4-1021-4eef-a567-a57b46782e92,db183e40-f387-4624-ae2b-ffb1864cea3f,226.58,2023-08-24,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
f0894a7b-d198-4343-9a0e-d9ed67cdd2aa,ed9bd80b-1602-4db4-905a-c98d0286fe2a,134.75,2023-03-25,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
03746341-75e6-48c5-9464-c4e16ef6d14b,e357984b-b449-48da-9309-eec0ba5a97e4,347.95,2023-07-09,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
a7f02fc6-7b93-4bca-88a4-e7c4df8d2811,dc8ae63e-42ce-4194-a451-3814ded4a961,303.31,2023-02-09,Apple,"['Tech', 'Electronics']",Apple purchase,5732
bb95e3f7-3bd1-43e1-bd49-8c864310cf30,02a5d22a-6b9d-4b94-8775-232b1e2dcaa3,83.3,2024-03-07,Apple,"['Tech', 'Electronics']",Apple purchase,5732
0940c85c-6bac-49e2-98d6-67b03d74cd3a,faabc156-9e0b-46c9-b6fb-b506aeb83ea3,15.59,2023-08-24,Target,"['Shops', 'Department Stores']",Target purchase,5311
9cac3d69-a5eb-4b42-9d4c-077d92d1b306,dd8eaf91-3066-42a9-9b95-ae46975b4e19,206.23,2023-05-15,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
a37e5e3a-7cf1-4c5f-876c-8277ffc39d9e,9e76fc37-dbcc-49fd-972f-c276440f2e5a,477.71,2023-01-25,Amazon,"['Shops', 'Online']",Amazon purchase,5818
eb503ffd-823b-4ca9-96bc-d27a99d3ed92,8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,409.48,2024-04-19,Amazon,"['Shops', 'Online']",Amazon purchase,5818
1d01bbfb-439f-4dca-a654-3e7689a80793,236539cb-9452-448b-a314-699ad9fb3af2,279.48,2023-08-29,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
c823338b-34c3-432c-8fa7-c43a6d4e4e5b,4cd1c5de-202a-4b94-bb7a-5568de406bc8,19.02,2024-01-14,Target,"['Shops', 'Department Stores']",Target purchase,5311
660d99c2-edfc-49a2-acdb-732f89953fc8,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,207.02,2023-11-28,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
6e5d73b3-e0ee-41f8-a889-0edbad6930ff,b118f934-4203-410a-9f7f-aa600c3d2df6,486.04,2024-02-05,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
a870db44-afa6-4b1a-ac56-c587d3c9a338,ca66a8a2-2e3b-4c2f-9d0f-b0fb0002da3b,211.69,2023-11-23,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
25623adc-ade7-4e98-9fb5-de1f2de8a899,516374d1-d8ef-4b78-b82e-c5fe5e6d561d,492.23,2024-04-01,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
3df77476-b19c-4dd6-b52c-9d77e3f3a17f,02a5d22a-6b9d-4b94-8775-232b1e2dcaa3,32.1,2024-04-20,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
77d06b5e-9296-41ff-b1c9-4ed45cbf5e7e,561eccbd-0280-4c44-86ca-cf368dd21fec,215.06,2023-08-14,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
252e1a17-855d-4d68-a011-da7845f4d4e7,09b48c35-87b4-497b-8411-b81af311da0e,344.31,2023-10-16,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
b1da73a3-87a6-40c2-8a94-41716b37cd3c,46520dcd-d7a1-46b8-b5ed-ebd1417065f3,476.98,2024-03-14,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
fc0e9c0b-5ecd-4020-8b54-ed4eca7126e4,516374d1-d8ef-4b78-b82e-c5fe5e6d561d,351.24,2023-02-02,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
3370b257-175b-4531-87a2-4a689d90be28,133c9fad-3371-4198-9aff-628ba1e89186,86.16,2024-03-18,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
c4cf987f-29b5-4865-8ac4-a271777288bf,575a56de-b842-4407-afde-aaef68471677,361.27,2023-04-21,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
0cc6f514-3545-46e6-9068-a0fa25c7a787,fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,484.0,2023-01-25,Amazon,"['Shops', 'Online']",Amazon purchase,5818
cd483c02-3b0f-43e9-88f9-a239e381c8f2,53e9a468-2e71-44ac-a59a-f024f7e5e4a3,286.73,2024-05-09,Amazon,"['Shops', 'Online']",Amazon purchase,5818
b1650b23-b96c-497f-83bc-fc7c2e4bc0c3,6ca267aa-3942-4c78-8a39-a622327d2fc5,354.64,2024-01-23,Target,"['Shops', 'Department Stores']",Target purchase,5311
66ad79b0-3e9d-4084-ae84-c292d2206517,38f65dfe-359b-4f54-81c9-5e3b5a185767,80.77,2024-04-26,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
7ee82e3e-da19-4824-99b8-bb1b52dda41f,0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,471.16,2023-04-21,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
912912a0-df43-4586-8d02-18ceb726d886,d444c806-b1cf-4471-8c78-94b92c194b89,331.32,2024-02-25,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
cdecd383-7038-4048-9677-040c00c0f29a,b118f934-4203-410a-9f7f-aa600c3d2df6,140.99,2023-08-08,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
5f3285ba-d809-4742-bbdf-18e299e1d4f3,b169dd26-4b2d-419e-874e-acb6fd747639,90.42,2023-11-22,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
b4764bbd-e50c-4181-b42b-1cc3f4b5298f,f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,454.26,2023-10-24,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
a2c2b75a-a170-4e2a-a946-293dc527806a,b118f934-4203-410a-9f7f-aa600c3d2df6,53.77,2023-04-13,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
a8c807b0-53f1-438b-ac33-c6236ccb4c05,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,245.62,2023-07-07,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
a536e8d3-e99c-495f-b933-8d6dd189a8a7,dd8eaf91-3066-42a9-9b95-ae46975b4e19,256.2,2023-11-01,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
f917b3f7-fd23-40e4-9242-5f670e28cddb,23deb3b5-3428-4bfc-9b9d-d877ad5a7945,80.36,2023-07-19,Target,"['Shops', 'Department Stores']",Target purchase,5311
9ed0839a-7d91-437d-98b9-a87bf074ce68,516374d1-d8ef-4b78-b82e-c5fe5e6d561d,43.08,2024-01-02,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
a36c39b3-68db-44ab-985c-9d95a440f4e4,f0550103-b72f-440f-a441-50ae89062872,256.22,2023-10-27,Amazon,"['Shops', 'Online']",Amazon purchase,5818
b2297195-28c9-46f8-b20b-eaddd797f2a3,b118f934-4203-410a-9f7f-aa600c3d2df6,311.06,2023-06-14,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
1b472197-1428-49e1-98ff-3c7db234e077,8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,192.29,2023-03-26,Target,"['Shops', 'Department Stores']",Target purchase,5311
f25cca06-43ae-457d-8aa4-66617a63d980,f59fa29b-8ac0-4be3-ac92-7c9dc790f2a4,391.65,2023-09-08,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
d918ae33-2c95-466f-8873-6229b80066c4,4cd1c5de-202a-4b94-bb7a-5568de406bc8,66.33,2023-11-08,Apple,"['Tech', 'Electronics']",Apple purchase,5732
3753c8ee-f16b-4e70-9855-61c009d356ed,574de01f-9355-4375-b20b-de23433e1017,84.45,2023-12-12,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
68525967-8bc6-4f86-aa98-709d0895e3f7,26f00f8a-7323-458b-807e-8473803120f4,430.74,2023-05-04,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
8e0aceec-f661-4cd9-8264-a1e65b5609b6,d68965e8-daba-414c-a330-8a5026a263ef,498.28,2023-11-14,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
81c646a0-c3c4-4828-9b71-417380627da8,6ca267aa-3942-4c78-8a39-a622327d2fc5,346.3,2023-04-23,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
